ID,COURSECODE,COURSEDESC 
6987,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6988,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6989,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6990,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6991,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6992,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6993,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6994,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6995,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6996,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6997,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6998,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
6999,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7000,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7001,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7002,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7003,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7004,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7005,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7006,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7007,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7008,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7009,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7010,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7011,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7012,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7013,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7014,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7015,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7016,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7017,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7018,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7019,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7020,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7021,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7022,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7023,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7024,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7025,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7026,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7027,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7028,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7029,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7030,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7031,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7032,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7033,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7034,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7035,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7036,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7037,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7038,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7039,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7040,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7041,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7042,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7043,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7044,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7045,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7046,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7047,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7048,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7049,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7050,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7051,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7052,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7053,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7054,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7055,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7056,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7057,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7058,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7059,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7060,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7061,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7062,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7063,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7064,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7065,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7066,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7067,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7068,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7069,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7070,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7071,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7072,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7073,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7074,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7075,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7076,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7077,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7078,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7079,PSYCH 4214,SOCIAL PSYCHOLOGY
7080,PSYCH 4214,SOCIAL PSYCHOLOGY
7081,PSYCH 4214,SOCIAL PSYCHOLOGY
7082,PSYCH 4214,SOCIAL PSYCHOLOGY
7083,PSYCH 4214,SOCIAL PSYCHOLOGY
7084,PSYCH 4214,SOCIAL PSYCHOLOGY
7085,PSYCH 4214,SOCIAL PSYCHOLOGY
7086,PSYCH 4214,SOCIAL PSYCHOLOGY
7087,PSYCH 4214,SOCIAL PSYCHOLOGY
7088,PSYCH 4214,SOCIAL PSYCHOLOGY
7089,PSYCH 4214,SOCIAL PSYCHOLOGY
7090,PSYCH 4214,SOCIAL PSYCHOLOGY
7091,PSYCH 4214,SOCIAL PSYCHOLOGY
7092,PSYCH 4214,SOCIAL PSYCHOLOGY
7093,PSYCH 4214,SOCIAL PSYCHOLOGY
7094,PSYCH 4214,SOCIAL PSYCHOLOGY
7095,PSYCH 4214,SOCIAL PSYCHOLOGY
7096,PSYCH 4214,SOCIAL PSYCHOLOGY
7097,PSYCH 4214,SOCIAL PSYCHOLOGY
7098,PSYCH 4214,SOCIAL PSYCHOLOGY
7099,PSYCH 4214,SOCIAL PSYCHOLOGY
7100,PSYCH 4214,SOCIAL PSYCHOLOGY
7101,PSYCH 4214,SOCIAL PSYCHOLOGY
7102,PSYCH 4214,SOCIAL PSYCHOLOGY
7103,PSYCH 4214,SOCIAL PSYCHOLOGY
7104,PSYCH 4214,SOCIAL PSYCHOLOGY
7105,PSYCH 4214,SOCIAL PSYCHOLOGY
7106,PSYCH 4214,SOCIAL PSYCHOLOGY
7107,PSYCH 4214,SOCIAL PSYCHOLOGY
7108,PSYCH 4214,SOCIAL PSYCHOLOGY
7109,PSYCH 4214,SOCIAL PSYCHOLOGY
7110,PSYCH 4214,SOCIAL PSYCHOLOGY
7111,PSYCH 4214,SOCIAL PSYCHOLOGY
7112,PSYCH 4214,SOCIAL PSYCHOLOGY
7113,PSYCH 4214,SOCIAL PSYCHOLOGY
7114,PSYCH 4214,SOCIAL PSYCHOLOGY
7115,PSYCH 4214,SOCIAL PSYCHOLOGY
7116,PSYCH 4214,SOCIAL PSYCHOLOGY
7117,PSYCH 4214,SOCIAL PSYCHOLOGY
7118,PSYCH 4214,SOCIAL PSYCHOLOGY
7119,PSYCH 4214,SOCIAL PSYCHOLOGY
7120,PSYCH 4214,SOCIAL PSYCHOLOGY
7121,PSYCH 4214,SOCIAL PSYCHOLOGY
7122,PSYCH 4214,SOCIAL PSYCHOLOGY
7123,PSYCH 4214,SOCIAL PSYCHOLOGY
7124,PSYCH 4214,SOCIAL PSYCHOLOGY
7125,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7126,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7127,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7128,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7129,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7130,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7131,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7132,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7133,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7134,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7135,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7136,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7137,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7138,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7139,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7140,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7141,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7142,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7143,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7144,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7145,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7146,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7147,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7148,SOCWORK 16,SOCIAL WORK PRACTICE WITH COMMUNITIES
7149,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7150,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7151,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7152,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7153,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7154,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7155,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7156,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7157,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7158,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7159,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7160,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7161,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7162,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7163,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7164,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7165,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7166,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7167,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7168,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7169,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7170,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7171,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7172,SOCWORK 17,SOCIAL WORK COMMUNITY EDUCATION & TRAINING
7173,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7174,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7175,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7176,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7177,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7178,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7179,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7180,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7181,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7182,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7183,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7184,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7185,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7186,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7187,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7188,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7189,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7190,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7191,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7192,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7193,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7194,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7195,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7196,SOCWORK 18,SOCIAL WORK RESEARCH II(IMPLEMENTATION OF A RESEARCH
7197,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7198,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7199,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7200,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7201,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7202,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7203,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7204,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7205,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7206,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7207,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7208,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7209,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7210,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7211,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7212,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7213,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7214,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7215,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7216,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7217,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7218,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7219,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7220,SOCWORK 19,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7221,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7222,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7223,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7224,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7225,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7226,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7227,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7228,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7229,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7230,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7231,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7232,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7233,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7234,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7235,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7236,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7237,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7238,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7239,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7240,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7241,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7242,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7243,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7244,SOCWORK 20,FIELDS IN SOCIAL WORK(WITH EDUCATIONAL TOUR TO VARIOUS
7245,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7246,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7247,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7248,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7249,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7250,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7251,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7252,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7253,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7254,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7255,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7256,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7257,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7258,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7259,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7260,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7261,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7262,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7263,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7264,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7265,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7266,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7267,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7268,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7269,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7270,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7271,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7272,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7273,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7274,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7275,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7276,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7277,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7278,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7279,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7280,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7281,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7282,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7283,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7284,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7285,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7286,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7287,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7288,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7289,SOCWORK 23,FIELD INSTRUCTION II(500HOURS)
7290,SW 21A,SOCIAL WORK COMPREHENSIVE & INTEGRATED APPROACHES
7291,SW 21A,SOCIAL WORK COMPREHENSIVE & INTEGRATED APPROACHES
7292,SW 21A,SOCIAL WORK COMPREHENSIVE & INTEGRATED APPROACHES
7293,SW 21A,SOCIAL WORK COMPREHENSIVE & INTEGRATED APPROACHES
7294,SW 21A,SOCIAL WORK COMPREHENSIVE & INTEGRATED APPROACHES
7295,SW 21A,SOCIAL WORK COMPREHENSIVE & INTEGRATED APPROACHES
7296,SW 22A,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7297,SW 22A,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7298,SW 22A,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7299,SW 22A,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7300,SW 22A,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7301,SW 22A,SEMINAR ON CURRENT TRENDS IN SOCIAL WORK PRACTICE
7302,BIO 10309,SYSTEMATICS
7303,BIO 10309,SYSTEMATICS
7304,BIO 10309,SYSTEMATICS
7305,CHEMBIO 1,CHEMICAL BIOLOGY I(ORGANIC MOLECULES)
7306,CHEMBIO 1,CHEMICAL BIOLOGY I(ORGANIC MOLECULES)
7307,CHEMBIO 1,CHEMICAL BIOLOGY I(ORGANIC MOLECULES)
7308,CHEMBIO 1,CHEMICAL BIOLOGY I(ORGANIC MOLECULES)
7309,CHEMBIO 1,CHEMICAL BIOLOGY I(ORGANIC MOLECULES)
7310,STAT BIO,STATISTICAL BIOLOGY
7311,STAT BIO,STATISTICAL BIOLOGY
7312,GE P309,PURPOSIVE COMMUNICATION
7313,GE P309,PURPOSIVE COMMUNICATION
7314,GE P309,PURPOSIVE COMMUNICATION
7315,GE P309,PURPOSIVE COMMUNICATION
7316,GE P309,PURPOSIVE COMMUNICATION
7317,GE P309,PURPOSIVE COMMUNICATION
7318,GE P309,PURPOSIVE COMMUNICATION
7319,GE P309,PURPOSIVE COMMUNICATION
7320,GE P309,PURPOSIVE COMMUNICATION
7321,GE C309,THE CONTEMPORARY WORLD
7322,GE C309,THE CONTEMPORARY WORLD
7323,GE C309,THE CONTEMPORARY WORLD
7324,GE C309,THE CONTEMPORARY WORLD
7325,GE C309,THE CONTEMPORARY WORLD
